sha,category,timestamp,family
e4a0db101f3e61e8495018927086c9d122081ecb172c093a567101ccce8a006d,worm,2019-08-29 10:24:27+00:00,small
b754009b161104b7a28ca0b1eaa6d00145558f4b3539a560afba3c22d522ab89,trojan,2019-08-29 10:45:49+00:00,wacatac
33549f4a0b8c2b78751d2e743b3652742f3e4019dffaee18c6604d36eb546749,trojan,2019-08-29 10:46:06+00:00,small
015ce1b5107d8566f35ac13726726571ca02eef2eafb5ea571db5ccf85283841,trojan,2019-08-29 10:46:57+00:00,small
c823ee870334e5ada17de3889628241b129c394eab1f45535bd7008f93087d60,trojan,2019-08-29 10:47:45+00:00,wacatac
37d510ee88a24650f6c8560612526334b307a1687cf795a99e791e79419253e1,trojan,2019-08-29 10:50:01+00:00,small
236be9305b6e93fcaf340796ba8373d6e616d77f148e6d0cec453229c5ed349e,worm,2019-08-29 10:50:02+00:00,benjamin
a706b1e2eeed905c5c8ae467c8b7a32dfed9b3795973c9f1c5cdd70ffc29785b,trojan,2019-08-29 11:01:27+00:00,small
6a6e27cd9c9c0791bb65b87e58ae110e0d177bd0dd80692cee103c7320b40364,trojan,2019-08-29 11:01:50+00:00,small
60cffb491515df1ecf87cbaf163206dc4a2d030c651bbddd710dade86b14e698,trojan,2019-08-29 11:04:08+00:00,gepys
6048cdee324228dff00eff64d32b6262d9385a665eac9a17d8c7c442ea108de7,trojan,2019-08-29 11:04:19+00:00,small
dc7932b55224b6299ea027918c65053115bb642dfec05cde2f9a1fcbe4eba543,trojan,2019-08-29 11:18:58+00:00,gepys
ab675b70ac8b52920b4987d6ce41824392ab7477ff35f94949fef2fd00eb0cb2,trojan,2019-08-29 11:28:35+00:00,gepys
907c0fe1478bebb36a389acec618989136858d394a436d198eea9281ac8e6d65,trojan,2019-08-29 11:44:20+00:00,small
e21753bb07e2935e3e023cd972535200c883ce970c60609e91c17494bda9518c,trojan,2019-08-29 11:45:23+00:00,gepys
c4f41b3233283e0c8ed46d6f5fd88fcae8320b54d9fa62dcf59a7b5953aa4785,trojan,2019-08-29 11:57:36+00:00,gepys
18aec586f38f55371b78362a023e46b2718498c73dd3f4dcedf41671182be92e,trojan,2019-08-29 12:01:23+00:00,upatre
3895af09a0958760b2ee9c3c0d3e1b9b77e7ea14ec67664317055e42020fc9cc,trojan,2019-08-29 12:05:33+00:00,upatre
3da6e7ca00cc522d59cc37e8594707ef621d4126513e27a921cb8effcc69b6d6,downloader,2019-08-30 05:51:51+00:00,upatre
c307a7762861bc5857917e93631304fd602188a9b2b2502616f94d4ccf65ee32,trojan,2019-08-30 06:01:17+00:00,upatre
9943e1adf139d7b89163b6148e9bc84396756f87ba27f290249850d30be7b01c,trojan,2019-08-30 06:02:30+00:00,upatre
61b9ace9061cce8894a89ef667c60f8635aad6c9c1c87b1f6f5a142c4f81f80a,trojan,2019-08-30 06:18:35+00:00,upatre
5d047b2836318fa3a668d1eeaec83d59affa08a4f20c0c4fe948f245bc31f89c,worm,2019-08-30 06:36:12+00:00,mira
de6d9b7665693a5c9acdb8bf0f4eee44a78cb49756f534c4935801962c7ecf91,trojan,2019-08-30 07:13:15+00:00,upatre
e51ccc5bace1c2be8d8ecb2e7d6a7bf81e08f7f1cc9f580f6a6f5488e9106d75,trojan,2019-08-30 07:33:25+00:00,upatre
e222c511b39ea4fe41bc0fe28c153685eb4ffab92247d0a1a1865c7cd7440694,downloader,2019-08-30 07:33:42+00:00,upatre
63cad159a7322ca55c9c2321623d45af64b30b3bc09cbb63dc3cd8749f02ab60,downloader,2019-08-30 07:41:15+00:00,upatre
b0b6800ddd0d7b39830d08ead919a8e5bb566ff6344d55fabb93a7c65867ef6d,worm,2019-08-30 07:42:04+00:00,sillyp2p
d237fb4748740a84f234c77a4ef839073200d34805844da802f2db3fa3be42eb,trojan,2019-08-30 07:43:07+00:00,upatre
b1e5546b14431d75b17f9d7e54945b21b73a7dd826825f86521a646f52245f80,trojan,2019-08-30 07:47:09+00:00,ceeinject
07fe4f0251cdc86171584d634bf14780f194561e0b9198e5342dd8d37097e54f,worm,2019-08-30 07:52:24+00:00,ganelp
c6ffdf41034387ebad0a943996430e74bb018818d19430d29767affdcec83b87,backdoor,2019-08-30 07:54:17+00:00,wabot
a34ac854617fb0a751781f9109e12c7f71764b5106b0a68576bfd6b80c6ec3c3,backdoor,2019-08-30 08:02:02+00:00,wabot
9b02c24b12e26c8007f607df2448ad4c14d1b2cd4ab5befad60d33e748f8f3f1,trojan,2019-08-30 08:03:30+00:00,ceeinject
0a9c99a034c15658c8f4f97974ddad59f079f2c5e84fe5354eea8dc76925a04b,trojan,2019-08-30 08:18:54+00:00,wabot
297475807e65dce86dd6d395f460fd8872a330c2650203d0eccdf7a5c58a1364,trojan,2019-08-30 08:43:42+00:00,sillyp2p
0ed39d5bfc776acf64caded1ba5041742d5a92b49c4506b7c79721e414356a63,worm,2019-08-30 20:32:16+00:00,sillyp2p
7f52b8430a76de61cf13e86c9e58f91af2e62c990065236d968bd69d97a15742,worm,2019-08-30 20:39:01+00:00,sillyp2p
0d6d4214646a80b3f89cd990418aeb05d2bc21dccf8bc03f085fbc45c20fe779,worm,2019-08-30 20:41:55+00:00,sillyp2p
d3704c37448fc1ba12fb43a1bd91f07e4551e75b5839ed7abc0abbc494c08fa5,trojan,2019-08-30 20:45:15+00:00,ceeinject
ff1adaf1fb3a7b64e9d056beea96e5c447499d2b335c43e8a6fba6c378caf554,trojan,2019-08-30 21:22:03+00:00,gepys
75294c87db90197fd5275685b6e7dbf64513248e20217ff0bf9fa7d15dae8c63,trojan,2019-08-30 21:26:08+00:00,gepys
73f22570de4683f3241edfa30a88275def34cbdd86a17522d278d1b59ccda00d,trojan,2019-08-30 21:44:46+00:00,gepys
73344f84c47003292c2cc51f1ac96b1bcbab9f9ee88909d4a8047e6cadc44e19,trojan,2019-08-30 21:58:50+00:00,sillyp2p
e76d7a952b71ace61ae8d7659047dcd3174caea8fb0a032bcd8a5386b5105095,trojan,2019-08-30 22:06:34+00:00,upatre
ce2ac330c2b4cf6cd34bd4e26d84c73b49316eecd192abc3f015ca3839119945,trojan,2019-08-30 22:10:59+00:00,upatre
525a7487ba9ceac30829b1142e046fe3ecd0601a3aec55b3aaafdec078b032b9,trojan,2019-08-30 22:18:52+00:00,upatre
412e302da41fc0e9117c2fd4ee855ec8b08d061b60f1de5954cb3c75c824a43f,trojan,2019-08-30 22:28:39+00:00,ceeinject
80c94f75bce2fda03af0907b78e369d235971559f7507cc9992d5389339045b9,trojan,2019-08-30 22:45:12+00:00,ceeinject
5f66ae968cc889ae12f898534d9050c685cb8a1cac0d8b181a90747f617b7f5d,trojan,2019-08-30 23:00:42+00:00,gepys
c8a945c8b4391113239afe0acec93802a1929bc5a9b9485397fe05ccbb2d1878,trojan,2019-08-30 23:07:32+00:00,upatre
1852f61602f2874224b15572af840c4538cbba51bafe6bd22952ba8177c8b452,trojan,2019-08-30 23:08:24+00:00,upatre
f6e93887afd0d25f57b577a2584302b547d2b5a6b765818eb7baa0aa34030df7,trojan,2019-08-30 23:09:29+00:00,musecador
2c6a85621a6dd10c71049f800872a02921aa7d3e0a38c15a0bb8fa8ee8be924b,trojan,2019-08-30 23:18:42+00:00,gepys
aaa46f219bbbdac90d97e062f6e388804402cae1666eeeae817c058893adbc76,trojan,2019-08-30 23:32:28+00:00,gepys
2d62a2f620dee1360679da5ec1b387c020d82a32e2889d3fce53be0c3facf2a9,trojan,2019-08-30 23:33:45+00:00,gepys
