familly;filename;time;date;Syscall found;Address found;Libraries;OS;CPU architecture;Entry point;Min/Max addresses;Stack executable;Binary position-independent;Total number of blocks;Total number of instr;Number of blocks visited;Number of instr visited;Number Address found;Number Syscall found;Binary position-independent:
Gh0stRAT;3cb2fd26e550c2210a94d899a48ecd53216457e9c33f4a623bb3bb63263062a8.exe;310.40652656555176;2023-01-04 15:54:32;"{""GetVersion"": 1, ""HeapCreate"": 1, ""GetVersionExA"": 1, ""GetEnvironmentVariableA"": 2, ""GetModuleFileNameA"": 4, ""GetModuleHandleA"": 5, ""HeapAlloc"": 12, ""InitializeCriticalSection"": 17, ""TlsAlloc"": 4, ""EnterCriticalSection"": 11, ""VirtualAlloc"": 8, ""LeaveCriticalSection"": 11, ""TlsSetValue"": 4, ""GetCurrentThreadId"": 4, ""GetStartupInfoA"": 5, ""GetStdHandle"": 8, ""GetFileType"": 8, ""SetHandleCount"": 1, ""GetCommandLineA"": 1, ""GetEnvironmentStringsW"": 1, ""WideCharToMultiByte"": 2, ""FreeEnvironmentStringsW"": 1, ""GetACP"": 1, ""GetCPInfo"": 2}";;{'kernel32.dll'};windows;X86;4569496;4194304/4605583;False;;0;0;343;1365;0.0;24.0;False
Gh0stRAT;3b15486651f5e552fe3a354485aa2751dd730b8c3dd4ec26c0d9a976b2d3b129.dll;39.42678904533386;2023-01-04 15:57:36;"{""CallReturn"": 1}";;{'msimg32.dll', 'wininet.dll', 'msvcrt.dll', 'userenv.dll', 'kernel32.dll', 'wtsapi32.dll', 'gdi32.dll', 'ws2_32.dll', 'shell32.dll', 'user32.dll', 'advapi32.dll', 'imm32.dll', 'msvcp60.dll'};windows;X86;268511178;268435456/268611703;False;;4258;27305;5;20;0.0;1.0;True
warzone3;0f35ed4b8d7f3f5d6f6bec5f2cb121419dc4cebf3db537f6ea397bdd46b1dacf.exe;359.7916362285614;2023-01-04 16:03:36;"{""GetCommandLineA"": 1, ""GetStartupInfoA"": 1, ""GetProcessHeap"": 16, ""HeapAlloc"": 16, ""CreateMutexA"": 2, ""CoInitialize"": 1, ""CoCreateInstance"": 1, ""Sleep"": 60, ""GetTickCount"": 60, ""lstrlenA"": 18, ""VirtualAlloc"": 27, ""lstrcpyA"": 6, ""VirtualFree"": 23, ""lstrcatA"": 6, ""CreateEventA"": 6, ""InitializeCriticalSection"": 2, ""LoadLibraryW"": 1, ""lstrlenW"": 26, ""strlen"": 10, ""memcpy"": 30, ""lstrcatW"": 5, ""ExpandEnvironmentStringsW"": 2, ""GetCurrentProcess"": 1, ""GetModuleHandleA"": 1, ""GetProcAddress"": 1, ""IsWow64Process"": 1, ""VirtualQuery"": 3, ""SHCreateDirectoryExW"": 1}";;{'wininet.dll', 'webservices.dll', 'ole32.dll', 'oleaut32.dll', 'kernel32.dll', 'urlmon.dll', 'crypt32.dll', 'netapi32.dll', 'ws2_32.dll', 'shell32.dll', 'shlwapi.dll', 'user32.dll', 'bcrypt.dll', 'advapi32.dll'};windows;X86;4222372;4194304/5611519;False;;7551;33443;1103;85480;0.0;28.0;True
warzone3;0c177d5b5acb632686c85983d3db56ab270d3bf80011cb2a82294fffacb049ca.exe;366.0141427516937;2023-01-04 16:09:42;"{""GetCommandLineA"": 1, ""GetStartupInfoA"": 1, ""GetProcessHeap"": 16, ""HeapAlloc"": 16, ""CreateMutexA"": 2, ""CoInitialize"": 1, ""CoCreateInstance"": 1, ""VirtualAlloc"": 36, ""Sleep"": 70, ""GetTickCount"": 70, ""lstrlenA"": 21, ""lstrcpyA"": 7, ""VirtualFree"": 25, ""lstrcatA"": 7, ""CreateEventA"": 7, ""InitializeCriticalSection"": 2, ""LoadLibraryW"": 1, ""lstrlenW"": 26, ""strlen"": 10, ""memcpy"": 30, ""lstrcatW"": 5, ""ExpandEnvironmentStringsW"": 2, ""GetCurrentProcess"": 1, ""GetModuleHandleA"": 1, ""GetProcAddress"": 1, ""IsWow64Process"": 1, ""VirtualQuery"": 3, ""SHCreateDirectoryExW"": 1}";;{'ole32.dll', 'ntdll.dll', 'oleaut32.dll', 'psapi.dll', 'kernel32.dll', 'urlmon.dll', 'crypt32.dll', 'netapi32.dll', 'ws2_32.dll', 'shell32.dll', 'shlwapi.dll', 'user32.dll', 'bcrypt.dll', 'advapi32.dll'};windows;X86;4218408;4194304/5627903;False;;6870;30284;1085;81847;0.0;28.0;True
warzone3;0fb4fd33e3c5368794c0f8e8d5556ef25f1fc808e8db64c9b45e7949e6ee4736.exe;364.4948582649231;2023-01-04 16:15:47;"{""GetCommandLineA"": 1, ""GetStartupInfoA"": 1, ""GetProcessHeap"": 16, ""HeapAlloc"": 16, ""CreateMutexA"": 2, ""CoInitialize"": 1, ""CoCreateInstance"": 1, ""VirtualAlloc"": 36, ""Sleep"": 70, ""GetTickCount"": 70, ""lstrlenA"": 21, ""lstrcpyA"": 7, ""VirtualFree"": 25, ""lstrcatA"": 7, ""CreateEventA"": 7, ""InitializeCriticalSection"": 2, ""LoadLibraryW"": 1, ""lstrlenW"": 26, ""strlen"": 10, ""memcpy"": 30, ""lstrcatW"": 5, ""ExpandEnvironmentStringsW"": 2, ""GetCurrentProcess"": 1, ""GetModuleHandleA"": 1, ""GetProcAddress"": 1, ""IsWow64Process"": 1, ""VirtualQuery"": 3, ""SHCreateDirectoryExW"": 1}";;{'ole32.dll', 'ntdll.dll', 'oleaut32.dll', 'psapi.dll', 'kernel32.dll', 'urlmon.dll', 'crypt32.dll', 'netapi32.dll', 'ws2_32.dll', 'shell32.dll', 'shlwapi.dll', 'user32.dll', 'bcrypt.dll', 'advapi32.dll'};windows;X86;4218408;4194304/5627903;False;;6870;30284;1113;84619;0.0;28.0;True
warzone3;2fb55700d343afcad180486bedddb4ce8a632d11cbbde696d8db7a165543ae90.exe;358.83022141456604;2023-01-04 16:21:45;"{""GetCommandLineA"": 1, ""GetStartupInfoA"": 1, ""GetProcessHeap"": 16, ""HeapAlloc"": 16, ""CreateMutexA"": 2, ""CoInitialize"": 1, ""CoCreateInstance"": 1, ""Sleep"": 60, ""GetTickCount"": 60, ""lstrlenA"": 18, ""VirtualAlloc"": 27, ""lstrcpyA"": 6, ""VirtualFree"": 23, ""lstrcatA"": 6, ""CreateEventA"": 6, ""InitializeCriticalSection"": 2, ""LoadLibraryW"": 1, ""lstrlenW"": 26, ""strlen"": 10, ""memcpy"": 30, ""lstrcatW"": 5, ""ExpandEnvironmentStringsW"": 2, ""GetCurrentProcess"": 1, ""GetModuleHandleA"": 1, ""GetProcAddress"": 1, ""IsWow64Process"": 1, ""VirtualQuery"": 3, ""SHCreateDirectoryExW"": 1}";;{'wininet.dll', 'webservices.dll', 'ole32.dll', 'oleaut32.dll', 'kernel32.dll', 'urlmon.dll', 'crypt32.dll', 'netapi32.dll', 'ws2_32.dll', 'shell32.dll', 'shlwapi.dll', 'user32.dll', 'bcrypt.dll', 'advapi32.dll'};windows;X86;4222372;4194304/5611519;False;;7551;33443;1060;81223;0.0;28.0;True
warzone3;0fdb0b3d02150d8377b722507554cab890ee8e8fc3a528a5d31a5ff57e8a70e7.exe;357.92341208457947;2023-01-04 16:27:43;"{""GetCommandLineA"": 1, ""GetStartupInfoA"": 1, ""GetProcessHeap"": 15, ""HeapAlloc"": 15, ""CreateMutexA"": 2, ""CoInitialize"": 1, ""CoCreateInstance"": 1, ""VirtualAlloc"": 33, ""Sleep"": 60, ""GetTickCount"": 60, ""lstrlenA"": 18, ""lstrcpyA"": 6, ""VirtualFree"": 23, ""lstrcatA"": 6, ""CreateEventA"": 6, ""InitializeCriticalSection"": 2, ""LoadLibraryW"": 1, ""lstrlenW"": 26, ""strlen"": 10, ""memcpy"": 30, ""lstrcatW"": 5, ""ExpandEnvironmentStringsW"": 2, ""GetCurrentProcess"": 1, ""GetModuleHandleA"": 1, ""GetProcAddress"": 1, ""IsWow64Process"": 1, ""VirtualQuery"": 3, ""SHCreateDirectoryExW"": 1}";;{'ole32.dll', 'oleaut32.dll', 'psapi.dll', 'kernel32.dll', 'urlmon.dll', 'crypt32.dll', 'netapi32.dll', 'ws2_32.dll', 'shell32.dll', 'shlwapi.dll', 'user32.dll', 'bcrypt.dll', 'advapi32.dll'};windows;X86;4218082;4194304/5586943;False;;6192;27413;1079;81830;0.0;28.0;True
warzone4;7d2513132d07adf745141e5860b022afce543e2070a17d303833171d45f93e90.exe;335.037255525589;2023-01-04 16:33:18;"{""IsProcessorFeaturePresent"": 1, ""LoadLibraryExW"": 1, ""GetProcAddress"": 1, ""InitializeCriticalSectionEx"": 1}";;{'ole32.dll', 'oleaut32.dll', 'api-ms-win-core-synch-l1-2-0.dll', 'kernel32.dll', 'user32.dll'};windows;X86;4257911;4194304/5860647;False;;31845;136302;1945;187910;0.0;4.0;True
warzone4;2b7476da92df4a15256a8a37e38fd5999ab4dd169c15eb7b581f4a05f41cea5f.exe;373.140168428421;2023-01-04 16:39:32;"{""IsProcessorFeaturePresent"": 1, ""LoadLibraryExW"": 1, ""GetProcAddress"": 1, ""InitializeCriticalSectionEx"": 1}";;{'ole32.dll', 'oleaut32.dll', 'api-ms-win-core-synch-l1-2-0.dll', 'kernel32.dll', 'oledlg.dll', 'gdi32.dll', 'shell32.dll', 'user32.dll', 'advapi32.dll', 'userenv.dll'};windows;X86;4278938;4194304/5911139;False;;33257;141319;2051;199347;0.0;4.0;True
warzone4;622c48a052fbbc1859678ec8a5f604ff9a1a368df282758e60b766c96c2555fb.exe;320.8181676864624;2023-01-04 16:44:52;"{""IsProcessorFeaturePresent"": 1, ""LoadLibraryExW"": 1, ""GetProcAddress"": 1, ""InitializeCriticalSectionEx"": 1}";;{'api-ms-win-core-synch-l1-2-0.dll', 'wininet.dll', 'ole32.dll', 'kernel32.dll'};windows;X86;4220125;4194304/5758891;False;;10038;41056;1948;188207;0.0;4.0;True
